|GCZP2A     | Chromite - FeOCr2O3 - DP/EC5 | BRAGANCA   | danieloliveira | 41.80 | -6.88 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2006/12/05 | 62 | 2 | 2 | 838
|GC16F96    | Percurso da Agua | LISBOA     | Kelux      | 38.76 | -9.26 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/10/06 | 293 | 89 | 8 | 86
|GCQ05J     | O Mar e as Gentes [Ericeira] | LISBOA     | Bargao_Henriques | 38.97 | -9.42 | MULTI      | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2005/08/03 | 627 | 7 | 54 | 31
|GC16QDA    | Capela de St. Amaro [Vila do Conde] | PORTO      | cmcfaria   | 41.36 | -8.74 | PUZZLE     | MICRO      | 3.00 | 1.00 | AVAILABLE  | 2007/10/16 | 352 | 13 | 0 | 22
|GC16X2A    | BG03 - Parapente | LEIRIA     | BVGeMCM    | 39.55 | -8.79 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/10/21 | 125 | 4 | 0 | 578
|GCZW2A     | Judaismo [Sinagoga] | LISBOA     | almeidara  | 38.72 | -9.15 | MULTI      | MICRO      | 2.50 | 1.50 | AVAILABLE  | 2006/12/17 | 515 | 13 | 3 | 84
|GC16DF8    | Capela de Sao Lourenco [Thomar] | SANTAREM   | paulohercules | 39.59 | -8.41 | TRADITIONAL | SMALL      | 1.00 | 1.00 | AVAILABLE  | 2007/10/27 | 772 | 6 | 1 | 48
|GC166KP    | MIRADOURO DA BONECA | BRAGA      | teotonio   | 41.73 | -8.17 | TRADITIONAL | SMALL      | 2.50 | 4.00 | AVAILABLE  | 2007/09/24 | 426 | 6 | 35 | 683
|GCTHFG     | Numb3rs [Lisboa] | LISBOA     | almeidara  | 38.76 | -9.10 | PUZZLE     | MICRO      | 2.00 | 1.00 | AVAILABLE  | 2006/02/20 | 1217 | 34 | 8 | 7
|GCZ4JT     | Fonte Santa da Fornalha [Alferce, Monchique] | FARO       | ShadowLord | 37.30 | -8.49 | TRADITIONAL | SMALL      | 2.50 | 3.50 | AVAILABLE  | 2006/10/29 | 128 | 12 | 25 | 101
|GC155XY    | Age of Aquarius | LISBOA     | juquinha   | 38.70 | -9.24 | PUZZLE     | SMALL      | 2.50 | 1.00 | DISABLED   | 2007/08/15 | 344 | 29 | 2 | 4
|GC151A2    | Beleza da Barragem do Alto Rabagao | VILA REAL  | Silvana    | 41.75 | -7.78 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/08/04 | 158 | 0 | 8 | 884
|GC161RE    | Barragem Eng. Duarte Pacheco -Vale Cambra | AVEIRO     | daraopedal | 40.85 | -8.35 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/09/18 | 255 | 5 | 6 | 356
|GCGTWC     | Armacao do Barril | FARO       | NCarvalho  | 37.09 | -7.66 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2003/08/29 | 678 | 20 | 7 | 3
|GC16KXG    | Espelho de Agua [Beja] | BEJA       | alieri     | 38.02 | -7.87 | TRADITIONAL | MICRO      | 1.50 | 1.00 | AVAILABLE  | 2007/10/07 | 571 | 20 | 8 | 235
|GC15WT1    | Mas afinal o que e isto? [Azurara - Vila do Conde]PORTO | PORTO      | eniel      | 41.34 | -8.73 | PUZZLE     | SMALL      | 3.00 | 1.50 | AVAILABLE  | 2007/09/11 | 291 | 5 | 2 | 12
|GC10KYW    | TF-01 Nascentes do Lena [Porto de Mos] | LEIRIA     | trifaisca  | 39.58 | -8.81 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/01/28 | 233 | 2 | 3 | 192
|GC16Z5Y    | ES A GRACA DE VILA CAIZ | PORTO      | eterlusitano | 41.24 | -8.14 | TRADITIONAL | SMALL      | 2.50 | 3.00 | AVAILABLE  | 2007/10/26 | 75 | 10 | 1 | 440
|GCN5ND     | Epigenia do Ceira | COIMBRA    | grade      | 40.18 | -8.17 | TRADITIONAL | REGULAR    | 4.00 | 4.00 | AVAILABLE  | 2005/03/19 | 217 | 21 | 63 | 148
|GCQ7QE     | O Ascensor do Lavra / The Lavra Funicular | LISBOA     | rifkindsss | 38.72 | -9.14 | TRADITIONAL | MICRO      | 2.00 | 2.50 | AVAILABLE  | 2005/08/21 | 1853 | 34 | 28 | -9999999
|GC152MJ    | Caixinha de Musica | LISBOA     | nunogil    | 38.75 | -9.18 | MULTI      | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2007/08/11 | 391 | 34 | 12 | -9999999
|GCMJ6D     | Cava de Viriato / Viriato's Wall [Viseu] | VISEU      | rifkindsss | 40.67 | -7.91 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2004/12/27 | 1178 | 87 | 11 | 449
|GC15FJM    | Arnadelo (Vila Real) | VILA REAL  | prodrive   | 41.26 | -7.79 | TRADITIONAL | SMALL      | 1.00 | 2.00 | AVAILABLE  | 2007/08/27 | 132 | 1 | 2 | 679
|GCPAQZ     | A Geologia e as Linhas de Torres [Mafra] | LISBOA     | Bargao_Henriques | 39.02 | -9.38 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2005/06/13 | 128 | 10 | 11 | -9999999
|GCT93C     | Piago           | VILA REAL  | pascoa     | 41.67 | -7.32 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2006/01/29 | 75 | 3 | 5 | 590
|GC10QP1    | Brick in the Wall [Aldeia Galega da Merceana] | LISBOA     | NFreitas   | 39.09 | -9.11 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/02/03 | 257 | 13 | 3 | -9999999
|GCKH20     | BH06 Estrela Garden [Lisboa] | LISBOA     | prodrive   | 38.71 | -9.16 | TRADITIONAL | MICRO      | 2.00 | 2.00 | DISABLED   | 2004/09/11 | 935 | 74 | 11 | 84
|GC14EE5    | ?Just another Spot? [Cordoama] | FARO       | Walcarr    | 37.11 | -8.94 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/07/16 | 420 | 3 | 17 | 94
|GC15ZQA    | BALNEARIO DO CASTRO  PENA GRANDE  GALEGOS-BARCELOSBRAGA | BRAGA      | teotonio   | 41.57 | -8.57 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2007/09/16 | 237 | 2 | 0 | 173
|GC1594G    | PRAIA FLUVIAL DE FERMIL | BRAGA      | eterlusitano | 41.43 | -7.98 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/08/20 | 172 | 1 | 8 | 173
|GCX69C     | O Naufragio do San Pedro de Alcantara [Peniche] | LEIRIA     | paulohercules | 39.38 | -9.38 | TRADITIONAL | OTHER_SIZE | 2.00 | 2.00 | AVAILABLE  | 2006/07/16 | 1492 | 49 | 69 | 2
|GCWVKQ     | The Stolen Gold of Romarigaes  [Paredes de Coura] | VIANA DO CASTELO | Os Cacheiros Viajantes | 41.87 | -8.63 | MULTI      | REGULAR    | 3.50 | 3.50 | AVAILABLE  | 2006/06/28 | 52 | 4 | 9 | 231
|GCZKKP     | Hike it! [Lagoa de Santo Andre] | SETUBAL    | FGV        | 38.09 | -8.78 | TRADITIONAL | MICRO      | 1.00 | 2.00 | AVAILABLE  | 2006/11/21 | 329 | 43 | 6 | 7
|GC155DB    | Sao Rafael [Albufeira] | FARO       | hulkman    | 37.07 | -8.28 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/08/11 | 1553 | 19 | 97 | -9999999
|GCKGDF     | Tou a Nora... [Galafura] | VILA REAL  | Silvana    | 41.17 | -7.67 | MULTI      | REGULAR    | 1.00 | 1.00 | AVAILABLE  | 2004/09/05 | 126 | 9 | 12 | 617
|GC112QB    | Alcabri Que?    | LISBOA     | PLnauta    | 39.17 | -9.35 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | DISABLED   | 2007/03/21 | 228 | 7 | 15 | 80
|GCJ014     | 2# PT Travassos   aka    TRAVASSOS  [Vila Real] | VILA REAL  | Portelada  | 41.43 | -7.84 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2004/03/23 | 101 | 3 | 1 | 696
|GCZZ8B     | Tou Xim [Odivelas] | LISBOA     | almeidara  | 38.78 | -9.20 | TRADITIONAL | REGULAR    | 1.00 | 2.50 | AVAILABLE  | 2006/12/27 | 321 | 14 | 6 | -9999999
|GC10TD6    | Dia de Sao Valentim [Lisboa] | LISBOA     | Gui&Saavedra | 38.71 | -9.17 | MULTI      | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2007/02/05 | 339 | 11 | 25 | 37
|GCRAQA     | Cabreia Paradise (Sever do Vouga) | AVEIRO     | zoom_bee   | 40.75 | -8.39 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2005/11/13 | 511 | 21 | 77 | 260
|GC16W4E    | Miradouro de Montemor-o-Velho | COIMBRA    | Tres Marias | 40.18 | -8.68 | TRADITIONAL | MICRO      | 1.00 | 2.00 | AVAILABLE  | 2007/10/20 | 684 | 4 | 0 | 78
|GCN2CV     | Goldra on the 8th degree | FARO       | talkgb     | 37.11 | -8.00 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2005/03/06 | 370 | 0 | 9 | 277
|GCXQFP     | Sal da Cobra [Figueira da Foz] | COIMBRA    | rebordao   | 40.11 | -8.83 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2006/08/16 | 499 | 10 | 47 | 3
|GC14Y9J    | Moinhos Gemieira (Ecopista Ponte Lima-Ponte Barca)VIANA DO CASTELO | VIANA DO CASTELO | cou        | 41.78 | -8.52 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/08/05 | 342 | 4 | 22 | -9999999
|GC9F38     | The Treasure Island | SANTAREM   | MAntunes   | 39.46 | -8.38 | TRADITIONAL | REGULAR    | 2.50 | 2.00 | AVAILABLE  | 2002/10/19 | 741 | 31 | 103 | 21
|GCWKCV     | Escadinhas - Carvoeiro | FARO       | matela     | 37.09 | -8.47 | TRADITIONAL | SMALL      | 3.50 | 2.00 | AVAILABLE  | 2006/08/06 | 1605 | 71 | 378 | 10
|GC16Y7Q    | A freguesia mais pequena de Portugal | EVORA      | luis74     | 38.92 | -7.51 | TRADITIONAL | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2007/10/20 | 125 | 3 | 7 | -9999999
|GC14F1X    | Nossa Senhora da Memoria | LEIRIA     | GEOCHUSSOS | 39.81 | -8.40 | TRADITIONAL | REGULAR    | 1.00 | 3.00 | AVAILABLE  | 2007/07/18 | 234 | 0 | 8 | 398
|GC16GEA    | Alem Splash Cache | PORTALEGRE | geosuchs   | 39.04 | -7.76 | TRADITIONAL | NOT_CHOSEN | 1.50 | 1.50 | AVAILABLE  | 2007/10/07 | 114 | 1 | 4 | 125
|GC1136Y    | 497 tiratira metemete [Lourel] | LISBOA     | 2 Cotas    | 38.82 | -9.39 | MULTI      | NOT_CHOSEN | 2.50 | 1.50 | AVAILABLE  | 2007/02/23 | 132 | 41 | 17 | 144
|GCQ6ZB     | Ria de Alvor - E preciso proteger | FARO       | Psipsina   | 37.12 | -8.61 | TRADITIONAL | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2005/08/19 | 849 | 15 | 15 | 3
|GC16FTZ    | Mondadeiras de V. de Maceiras sobre 99 passadeirasPORTALEGRE | PORTALEGRE | geosuchs   | 39.06 | -7.59 | TRADITIONAL | REGULAR    | 1.00 | 1.00 | AVAILABLE  | 2007/10/07 | 66 | 1 | 2 | 179
|GC14BRP    | Forgotten Gardens [Oeiras] | LISBOA     | Bringer    | 38.70 | -9.32 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/07/14 | 561 | 10 | 121 | 14
|GCTAGF     | North / South [Lisboa] | LISBOA     | Felinos    | 38.71 | -9.18 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2006/02/04 | 513 | 17 | 7 | 71
|GC15D70    | Rego do Boi [Arouca] | AVEIRO     | daraopedal | 40.97 | -8.14 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/08/25 | 94 | 2 | 5 | 579
|GCN1A1     | Porta da Traicao | LEIRIA     | olharapo   | 39.75 | -8.81 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2005/03/07 | 1126 | 52 | 157 | -9999999
|GC11NWC    | O Mundo Dividido [Alcacovas] | EVORA      | almeidara  | 38.40 | -8.15 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/03/24 | 159 | 13 | 3 | 217
|GCWMCG     | Fortaleza de Santa Catarina [Portimao] | FARO       | clcortez   | 37.12 | -8.53 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2006/06/12 | 2393 | 77 | 24 | -9999999
|GCPPXN     | The Green Deep  | VIANA DO CASTELO | zoom_bee   | 42.04 | -8.16 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2005/07/09 | 285 | 15 | 8 | 940
|GC25BB     | Pela Pre-Historia do Alentejo | EVORA      | MAntunes   | 38.54 | -8.01 | MULTI      | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2001/10/30 | 194 | 15 | 27 | 219
|GC10QP0    | Real Fabrica do Gelo [Montejunto] | LISBOA     | NFreitas   | 39.18 | -9.05 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/02/03 | 555 | 20 | 38 | 537
|GC157ZG    | K6 Fojo [Arrabida] | SETUBAL    | bolacha    | 38.45 | -9.02 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/08/18 | 198 | 19 | 66 | 5
|GCMZMQ     | Petals Around The Rose [Lisboa] | LISBOA     | btrodrigues | 38.75 | -9.08 | PUZZLE     | SMALL      | 2.50 | 1.50 | AVAILABLE  | 2005/03/03 | 428 | 41 | 27 | 0
|GC14N3M    | Castro de Romariz [S.M. Feira] | AVEIRO     | daraopedal | 40.95 | -8.46 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/07/22 | 193 | 7 | 6 | 355
|GC1777K    | PR5 - ROTA DOS ESPIGUEIROS - CRUZ DO PENSAL  | BRAGA      | eterlusitano | 41.51 | -8.06 | TRADITIONAL | MICRO      | 2.50 | 2.00 | AVAILABLE  | 2007/11/05 | 53 | 0 | 0 | 522
|GCGQQ5     | Up, up, up !    | CASTELO BRANCO | jppina     | 40.32 | -7.61 | TRADITIONAL | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2003/08/24 | 2227 | 33 | 66 | 1987
|GC15210    | BA02 - Barragem Marechal Carmona - Idanha-a-Nova | CASTELO BRANCO | bruno&ana.co | 39.95 | -7.20 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | DISABLED   | 2007/08/07 | 269 | 7 | 3 | 277
|GC11GEN    | Alenquer Vila Presepio | LISBOA     | mtrevas    | 39.05 | -9.00 | MULTI      | REGULAR    | 3.00 | 3.00 | AVAILABLE  | 2007/03/17 | 92 | 7 | 19 | 93
|GC15PYK    | O FAMOSO CANAL... | PORTO      | eterlusitano | 41.39 | -8.18 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/09/05 | 76 | 4 | 4 | 364
|GC14ECK    | Fornos II - Ruinas de Abul [Alcacer do Sal] | SETUBAL    | clcortez   | 38.43 | -8.68 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/07/17 | 101 | 1 | 23 | 5
|GCNJ7E     | S. Domingos Mine Earthcache - DP/PT/EC1 | BEJA       | danieloliveira | 37.67 | -7.49 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2005/04/19 | 244 | 1 | 33 | -9999999
|GC142PK    | Capela Sao Joao - Pitoes da Junias | VILA REAL  | Panda Becas | 41.83 | -7.97 | TRADITIONAL | MICRO      | 2.00 | 3.50 | AVAILABLE  | 2007/07/02 | 93 | 3 | 22 | 1083
|GCT6B6     | As Muralhas do Mondego | COIMBRA    | lestro     | 40.18 | -8.68 | TRADITIONAL | REGULAR    | 1.00 | 1.50 | AVAILABLE  | 2006/01/27 | 1015 | 9 | 20 | 48
|GC1632B    | SANTO OVIDIO    | BRAGA      | eterlusitano | 41.46 | -8.18 | TRADITIONAL | SMALL      | 2.50 | 3.50 | AVAILABLE  | 2007/09/20 | 137 | 13 | 1 | 302
|GC10W81    | Conventos e Radares - Montejunto | LISBOA     | McPenha    | 39.17 | -9.06 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/02/10 | 693 | 12 | 37 | 639
|GCP9Y5     | Miel Cache      | FARO       | Team Goofy | 37.18 | -8.91 | TRADITIONAL | REGULAR    | 1.00 | 2.50 | DISABLED   | 2005/06/13 | 674 | 3 | 8 | -9999999
|GC14VBR    | Forte do Paimogo [Lourinha] | LISBOA     | paulohercules | 39.29 | -9.34 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/08/19 | 451 | 19 | 20 | 24
|GC12TRR    | 3 toneladas de Ouro/ 3 tons of gold [Nisa] | PORTALEGRE | rebordao   | 39.64 | -7.69 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/09/15 | 83 | 1 | 16 | 104
|GCYVG5     | Monte de Sao Silvestre [Viana do Castelo] | VIANA DO CASTELO | marioafonso | 41.72 | -8.75 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2006/10/13 | 269 | 1 | 14 | 251
|GC15NY9    | The Lagos 6+1: #6 - Santa Maria | FARO       | Team Caracache | 37.10 | -8.68 | MULTI      | MICRO      | 2.00 | 2.00 | AVAILABLE  | 2007/09/04 | 227 | 16 | 6 | -9999999
|GCMD9N     | Calcada Romana e a Portuguesa | LEIRIA     | olharapo   | 39.61 | -8.77 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2005/01/02 | 289 | 5 | 2 | 372
|GC15XJQ    | Nas curvas do Paiva - Whitewaters [Arouca] | AVEIRO     | daraopedal | 40.99 | -8.21 | TRADITIONAL | MICRO      | 2.00 | 2.50 | AVAILABLE  | 2007/09/13 | 263 | 5 | 6 | -9999999
|GC13G32    | Parque Ambiental [Vilamoura] | FARO       | Torgut     | 37.10 | -8.15 | MULTI      | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2007/06/13 | 332 | 8 | 21 | 5
|GC14Z2W    | Santa Marta Hill | SANTAREM   | sammendes  | 39.49 | -8.67 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/08/06 | 150 | 9 | 5 | 176
|GC162D8    | MARANCINHO      | PORTO      | eterlusitano | 41.26 | -8.03 | MULTI      | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/09/19 | 38 | 7 | 1 | 255
|GC16EQA    | ST48 - MONTE DE S. PEDRO FINS | BRAGA      | SPY_Team   | 41.66 | -8.36 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/10/05 | 118 | 1 | 2 | 510
|GC13D6D    | Mole Mathematics | FARO       | Team Caracache | 37.12 | -8.62 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/06/04 | 206 | 10 | 22 | 0
|GCVTQC     | E Aqui Nasceu Portugal [Guimaraes] | BRAGA      | Pedro_Alvares_Cabral  | 41.45 | -8.29 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2006/04/30 | 649 | 18 | 6 | -9999999
|GCQGW1     | Sudokache       | LISBOA     | B.O.D.A.   | 38.80 | -9.22 | PUZZLE     | SMALL      | 3.00 | 2.50 | AVAILABLE  | 2005/09/11 | 222 | 15 | 7 | 233
|GC123K9    | PR1 Rota dos Laranjais | VISEU      | almeidara  | 40.55 | -8.16 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/04/11 | 152 | 8 | 5 | -9999999
|GC10M83    | Isle of Faro [Faro] | FARO       | Torgut     | 36.99 | -7.97 | TRADITIONAL | MICRO      | 1.00 | 2.00 | AVAILABLE  | 2007/01/28 | 427 | 18 | 14 | 6
|GCTBEB     | Ponte Jugais    | GUARDA     | [Walrus]   | 40.38 | -7.70 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2006/02/05 | 179 | 4 | 13 | 633
|GCPQVX     | Have a Minute? [Montemor-o-Novo] | EVORA      | CrisLuiz   | 38.67 | -8.09 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2005/07/14 | 199 | 10 | 13 | 253
|GCW29Z     | PROJECTO VG - MANIQUE  | LISBOA     | All Happy  | 38.75 | -9.36 | TRADITIONAL | SMALL      | 1.50 | 3.00 | AVAILABLE  | 2006/05/15 | 275 | 26 | 5 | 175
|GC173YM    | ARRIFE Twins II | SANTAREM   | sammendes  | 39.51 | -8.61 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/11/01 | 99 | 1 | 5 | 209
|GC16X2H    | ST50 - LENDA DAS COBRAS | BRAGA      | SPY_Team   | 41.63 | -8.43 | MULTI      | NOT_CHOSEN | 2.00 | 1.00 | AVAILABLE  | 2007/11/10 | 262 | 12 | 1 | 78
|GC11DQ2    | Parque de Sao Lourenco [Abrantes] | SANTAREM   | Kitiara & Sal | 39.48 | -8.22 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/03/11 | 592 | 7 | 3 | 115
|GC153VK    | Arouca - visita guiada / A guided visit | AVEIRO     | daraopedal | 40.93 | -8.25 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/08/12 | 243 | 3 | 18 | -9999999
|GCGMQ7     | Fraga da Pena [Arganil] | COIMBRA    | ricardobsilva | 40.22 | -7.94 | TRADITIONAL | REGULAR    | 2.00 | 3.50 | AVAILABLE  | 2003/08/12 | 406 | 47 | 95 | 447
|GC169XX    | Monte Clerigo II | FARO       | Psipsina   | 37.34 | -8.85 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/09/29 | 584 | 19 | 2 | 45
|GCHJTZ     | Chaves          | VILA REAL  | gusi       | 41.78 | -7.37 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2004/01/25 | 84 | 5 | 0 | 562
|GC13KZ4    | Termas da Amieira | COIMBRA    | Tres Marias | 40.10 | -8.75 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/06/13 | 381 | 5 | 19 | 11
|GC12QG5    | KING OF THE WORLD | VILA REAL  | Silvana    | 41.60 | -7.73 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/05/06 | 47 | 0 | 5 | 860
|GC15CWJ    | Vila Romana de Casais Velhos [Cascais] | LISBOA     | MakoShark2 | 38.73 | -9.46 | TRADITIONAL | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2007/08/25 | 627 | 5 | 7 | 43
|GCQCH5     | Ecopista Rio Minho (Moncao) | VIANA DO CASTELO | cou        | 42.06 | -8.53 | TRADITIONAL | REGULAR    | 4.00 | 4.00 | AVAILABLE  | 2005/08/31 | 176 | 11 | 5 | 17
|GC155R7    | s. mamede       | BRAGA      | vitinhaxXx | 41.63 | -8.24 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/08/15 | 230 | 6 | 2 | 652
|GCQ7HK     | O Ascensor da Gloria / The Glory Funicular | LISBOA     | rifkindsss | 38.72 | -9.14 | TRADITIONAL | MICRO      | 2.00 | 2.50 | AVAILABLE  | 2005/08/20 | 2088 | 163 | 32 | 30
|GCN7YB     | Pego do Altar [Alcacer do Sal] | SETUBAL    | CrisLuiz   | 38.42 | -8.39 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2005/03/26 | 166 | 11 | 3 | 66
|GC15BVW    | The Lagos 6+1: #1- Luz | FARO       | Team Caracache | 37.09 | -8.73 | MULTI      | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/08/23 | 295 | 10 | 4 | 25
|GCWZWZ     | Mother's cache [Milky Way] | LISBOA     | danieloliveira | 38.76 | -9.49 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2006/07/06 | 228 | 1 | 30 | -9999999
|GC12ZEP    | Mosteiro de S. Bento  ? Santo Tirso | PORTO      | Silvana    | 41.35 | -8.47 | TRADITIONAL | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2007/05/16 | 850 | 11 | 4 | 51
|GC15MGZ    | MONTE DO CASTRO MOZINHO  | PORTO      | eterlusitano | 41.15 | -8.31 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/09/03 | 242 | 1 | 9 | 386
|GC156T3    | Parque de lazer da Palma [Arouca] | AVEIRO     | lamas      | 40.90 | -8.23 | TRADITIONAL | REGULAR    | 1.00 | 2.00 | AVAILABLE  | 2007/08/16 | 66 | 1 | 1 | 630
|GC11JB8    | Moinho Ruivo [A-dos-Ruivos - Bombarral] | LEIRIA     | hulkman    | 39.28 | -9.12 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/03/19 | 210 | 10 | 2 | -9999999
|GC1128F    | Monte dos Moinhos | BRAGA      | emlino     | 41.46 | -8.69 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/02/20 | 242 | 2 | 0 | 87
|GCZ5KE     | Castro Zambujal [Torres Vedras] | LISBOA     | MONTE DA LUA | 39.07 | -9.28 | TRADITIONAL | REGULAR    | 2.50 | 1.50 | AVAILABLE  | 2006/11/01 | 354 | 3 | 6 | -9999999
|GCQNA5     | Penedo da Saudade [Coimbra] | COIMBRA    | gredinha   | 40.20 | -8.42 | TRADITIONAL | SMALL      | 2.00 | 1.00 | AVAILABLE  | 2005/09/22 | 2254 | 27 | 42 | 97
|GC156CZ    | Baia do Burdo [Milfontes Powertrail #4] | BEJA       | btrodrigues | 37.76 | -8.81 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2007/08/13 | 329 | 7 | 11 | 30
|GC17A3V    | Monte da Armada -Capela S.Lourenco de Gondufe | BRAGA      | teotonio   | 41.74 | -8.50 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2007/11/06 | 91 | 9 | 2 | -9999999
|GC152KA    | Meco - Entre Ceu & Mar. | SETUBAL    | Busca-Busca.pt | 38.47 | -9.19 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/08/11 | 288 | 13 | 6 | 31
|GCW8TE     | Samarra [Sintra] | LISBOA     | paulohercules | 38.90 | -9.44 | TRADITIONAL | SMALL      | 2.50 | 2.50 | AVAILABLE  | 2006/05/27 | 326 | 43 | 19 | -9999999
|GC15D76    | 14 - Powertrail do Montemuro - S. Pedro do Campo | VISEU      | daraopedal | 41.01 | -8.09 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/08/25 | 150 | 5 | 6 | 1115
|GCPD17     | Escape from the Mysterious Island [Caminha] | VIANA DO CASTELO | Os Cacheiros Viajantes | 41.86 | -8.87 | TRADITIONAL | REGULAR    | 2.50 | 2.00 | AVAILABLE  | 2005/06/20 | 114 | 2 | 35 | 0
